business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
BWITd9JUXP3gSi1z3Y-z8g,In Riva,4116 Ridge Ave,Philadelphia,PA,19129,40.0078746,-75.1924072,4.0,729,0,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': False, u'sunday': False}"", 'HappyHour': 'True', 'DogsAllowed': 'True', 'WiFi': ""u'free'"", 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': None, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsGoodForGroups': 'True'}","Italian, Food, Nightlife, Pizza, Bars, Cocktail Bars, Beer, Wine & Spirits, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}"
Ydo8zFl1PaO--g5zwyVyVg,Loco Lucho's Latino Kitchen,51 N 12th St,Philadelphia,PA,19107,39.9531593,-75.1590984,3.5,40,1,"{'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': True, 'upscale': None, 'classy': None, 'casual': None}"", 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': None, 'brunch': None, 'breakfast': None}"", 'RestaurantsTakeOut': 'None', 'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'None', 'HappyHour': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Spanish, Restaurants, Latin American, Puerto Rican, Caribbean, Cuban","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-18:0'}"
xruWHK8Z5N0JWyQubLHjgA,Potito's Italian American Pastries,1614 W Ritner St,Philadelphia,PA,19145,39.9210221,-75.1744313,3.5,88,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Food, Restaurants, Bakeries","{'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-20:0', 'Sunday': '7:0-18:0'}"
2er_V-oAd7IbQ5YTY56r7A,Bareburger - Midtown Village,1109 Walnut St,Philadelphia,PA,19107,39.9489334,-75.1595088,4.0,622,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'WheelchairAccessible': 'True', 'DriveThru': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'DogsAllowed': 'False', 'OutdoorSeating': 'True', 'ByAppointmentOnly': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'Caters': 'True', 'BYOB': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTableService': 'False', 'HappyHour': 'True'}","Restaurants, Burgers, American (New), Food, American (Traditional), Nightlife, Bars, Cocktail Bars, Salad","{'Monday': '0:0-0:0', 'Tuesday': '14:0-21:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}"
FmQygwfW_x8AkEWLXESezQ,Dough Boy Pizza,1059 Van Kirk St,Philadelphia,PA,19149,40.036154,-75.0881369,4.5,11,0,"{'Caters': 'False', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsDelivery': 'True', 'BikeParking': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'formal'"", 'OutdoorSeating': 'None', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Restaurants, Pizza",
NjUjzEvHfyRcKI7VYwLY0Q,Cafe Habana,102 S 21st St,Philadelphia,PA,19103,39.9519011,-75.175709,4.0,5,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '3', 'Alcohol': ""'full_bar'""}","Restaurants, Nightlife, Lounges, Bars",
M0_Yc94Yq-G7HV8rrl9fQA,Gaetano’s,3820 Lancaster Ave,Philadelphia,PA,19104,39.9604844097,-75.1977337,3.5,6,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Pizza, Restaurants, Sandwiches, Cheesesteaks","{'Monday': '11:0-22:45', 'Tuesday': '11:0-22:45', 'Wednesday': '11:0-22:45', 'Thursday': '11:0-22:45', 'Friday': '11:0-22:45', 'Saturday': '11:0-22:45', 'Sunday': '12:0-21:45'}"
I5KZm-NnxYeEQsmp6nK5_w,Las Cazuelas Restaurant BYOB,426 W Girard Ave,Philadelphia,PA,19123,39.9698623,-75.1439919,4.0,338,1,"{'RestaurantsReservations': 'True', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'Alcohol': ""'none'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'ByAppointmentOnly': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True', 'Corkage': 'False', 'Caters': 'True', 'DriveThru': 'False', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': None, u'romantic': None, u'classy': True, u'upscale': False}"", 'HasTV': 'True', 'HappyHour': 'False', 'BYOB': 'True', 'OutdoorSeating': 'True', 'DogsAllowed': 'False', 'GoodForMeal': ""{u'breakfast': False, u'brunch': None, u'lunch': None, u'dinner': True, u'latenight': False, u'dessert': False}"", 'RestaurantsDelivery': 'True'}","Food, Tacos, Mexican, Latin American, Restaurants, Spanish","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}"
262I6X8Vi5PXygFmhjeLyA,Sorrento Pizzeria And Grill,"646 S 55th St, West Phildelphia",Philadelphia,PA,19143,39.9498507065,-75.2332982,2.0,9,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Chicken Wings, Pizza, Burgers, Restaurants","{'Monday': '17:0-4:0', 'Tuesday': '17:0-4:0', 'Wednesday': '17:0-4:0', 'Thursday': '17:0-4:0', 'Friday': '17:0-4:0', 'Saturday': '17:0-4:0', 'Sunday': '17:0-4:0'}"
Vq77GKtHp2nMsiKbjumgvA,Tony Express,3334 N Broad St,Philadelphia,PA,19140,40.004478,-75.152804,5.0,8,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True', 'Caters': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'Alcohol': ""u'none'""}","Food, Food Trucks, Mediterranean, Sandwiches, Restaurants, Burgers, Falafel","{'Monday': '8:0-18:45', 'Tuesday': '8:0-18:45', 'Wednesday': '8:0-18:45', 'Thursday': '8:0-18:45', 'Friday': '8:0-19:0', 'Saturday': '11:0-18:0'}"
XQ_wVhRayMJGQT9J_WANkw,4 Seasons Grill Mexican Restaurant,"3503 B St, Ste 4B",Philadelphia,PA,19134,40.0030161,-75.1239721,4.0,12,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Mexican, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
WZPCfTRiN4ipajP7gFfziA,The Centennial Cafe,4700 States Dr,Philadelphia,PA,19143,39.9849894194,-75.2161406602,3.5,26,0,"{'NoiseLevel': ""u'quiet'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'Caters': 'True', 'HasTV': 'False', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'False'}","Restaurants, Coffee & Tea, Food, Breakfast & Brunch, Sandwiches","{'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0', 'Saturday': '9:0-16:0', 'Sunday': '9:0-16:0'}"
eJhXqSKaYzDS4WBeDq8vEQ,Bistro La Bête,1703 South 9th St,Philadelphia,PA,19148,39.9280043,-75.1600446,5.0,15,0,"{'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","French, Restaurants","{'Wednesday': '17:30-22:0', 'Thursday': '17:30-22:0', 'Friday': '17:30-22:0', 'Saturday': '17:30-22:30', 'Sunday': '10:30-14:30'}"
liy3id4Wj1AaIduwETiVSQ,Sam's Pizza,5450 Rutland St,Philadelphia,PA,19124,40.0310045,-75.0836118,2.0,13,1,"{'RestaurantsGoodForGroups': 'False', 'RestaurantsDelivery': 'True', 'WiFi': ""'no'"", 'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Restaurants, Pizza",
6jNFUIKiCCKnLCpGJpkyrg,McDonald's,710 Adams Ave,Philadelphia,PA,19124,40.0323183,-75.106562376,1.0,22,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'very_loud'"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'DriveThru': 'True'}","Fast Food, Restaurants, Food, Coffee & Tea, Burgers","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
UhIdCsdiWS4K0EkbvVdlAw,Ed's Pizza House,6047 Ogontz Ave,Philadelphia,PA,19141,40.0474259,-75.1507643,1.5,24,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Caters': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""'average'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'""}","Restaurants, Pizza","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-12:0', 'Thursday': '11:0-12:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '12:0-23:0'}"
BVe-jR0szZPC6o7r15jp4g,Enzo's,120 S 15th St,Philadelphia,PA,19102,39.9505432,-75.1660506,3.5,9,0,"{'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'Caters': 'True', 'HasTV': 'False', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True'}","American (New), Restaurants, Food",
Bih0eT_lbbCUwKmGYpX0hw,Ricci's Hoagies,1165 S 11th St,Philadelphia,PA,19147,39.9353601,-75.1615836,4.0,67,1,"{'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'none'"", 'Corkage': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'BYOBCorkage': ""'yes_free'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'Caters': 'True', 'HasTV': 'True', 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True'}","Restaurants, Italian, Sandwiches","{'Monday': '8:0-15:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-15:0', 'Friday': '8:0-15:0', 'Saturday': '9:0-15:30'}"
qot32tHVWZpiJibLTwQGyw,Pina's Pizza,8919 Ridge Ave,Philadelphia,PA,19128,40.0694581,-75.2398454,3.5,47,1,"{'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'BikeParking': 'False', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'none'"", 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': None, 'classy': False, 'casual': None}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Restaurants, Italian, Pizza, Seafood","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-22:0'}"
RI33oswGDkIsc0fuQ8GzjA,Oregon Steaks,2654 S 10th St,Philadelphia,PA,19148,39.91579,-75.1653879,3.5,184,1,"{'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'WheelchairAccessible': 'True', 'NoiseLevel': ""'average'"", 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'HappyHour': 'False', 'Alcohol': ""u'none'"", 'DogsAllowed': 'True'}","Restaurants, Cheesesteaks, Sandwiches, Steakhouses, Local Flavor","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
HFuAKE0uZ-frIMjroeA-cA,SET NoLibs,"1030 N 2nd St, Unit 101",Philadelphia,PA,19123,39.9671493,-75.1404232,4.0,108,1,"{'Ambience': ""{u'divey': False, u'hipster': False, u'casual': False, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': True, u'upscale': False}"", 'OutdoorSeating': 'True', 'RestaurantsTableService': 'True', 'HappyHour': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': True, u'lot': False, u'validated': False}"", 'RestaurantsTakeOut': 'None', 'RestaurantsDelivery': 'None', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'Alcohol': ""u'full_bar'""}","Mexican, Bars, Restaurants, Asian Fusion, Lounges, Nightlife, Salad, Tacos","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
GUNpbcLvHZLE3NpOifjNUQ,Slate,102 S 21st St,Philadelphia,PA,19103,39.9519011,-75.175709,3.0,124,0,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'WiFi': ""'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True', 'HappyHour': 'True', 'OutdoorSeating': 'True', 'GoodForKids': 'False'}","Restaurants, Bars, American (New), Nightlife","{'Monday': '17:0-1:0', 'Tuesday': '17:0-1:0', 'Wednesday': '17:0-1:0', 'Thursday': '17:0-1:0', 'Friday': '17:0-1:0', 'Saturday': '17:0-1:0', 'Sunday': '17:0-1:0'}"
9EgoCSRFfXUEGiJWFQLJ1w,Fine Wine & Good Spirits - Premium Collection,180 W Girard Ave,Philadelphia,PA,19123,39.969236,-75.138876,4.0,36,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'DriveThru': 'None', 'RestaurantsTakeOut': 'True'}","Beer, Wine & Spirits, Food","{'Monday': '0:0-0:0', 'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Friday': '9:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '11:0-19:0'}"
eFvzHawVJofxSnD7TgbZtg,Good Karma Cafe,928 Pine St,Philadelphia,PA,19107,39.9446092,-75.1578331,4.0,249,1,"{'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'Caters': 'False', 'NoiseLevel': ""u'average'""}","Food, Cafes, Coffee & Tea, Restaurants","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-17:0'}"
KuLi91b-N_0XY_3IA72RJQ,MexiPhilly Food Cart,37TH St And Spruce St,Philadelphia,PA,19104,39.9510287,-75.1972745,3.5,21,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",Food,
NOPk3f5TedR-fw9HO4VJlQ,Athenian Restaurant,6824 Torresdale Ave,Philadelphia,PA,19135,40.0259565956,-75.0442917475,4.0,27,1,"{'HasTV': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""'average'"", 'Alcohol': ""'none'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'False', 'WiFi': ""'no'"", 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"", 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': None, 'brunch': True, 'breakfast': True}"", 'RestaurantsDelivery': 'True'}","Food, American (New), Diners, Restaurants, American (Traditional)","{'Monday': '6:0-18:30', 'Tuesday': '6:0-18:30', 'Wednesday': '6:0-18:30', 'Thursday': '6:0-18:30', 'Friday': '6:0-19:0', 'Saturday': '6:0-19:0', 'Sunday': '6:0-18:30'}"
7jTaLGVD3jy9VF7lxPEgww,Zoey's Yogurt Bar,1205-7 S 9th St,Philadelphia,PA,19147,39.9337352394,-75.1589332072,3.0,9,0,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False'}","Food, Bars, Ice Cream & Frozen Yogurt, Nightlife, Hookah Bars","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-22:0'}"
mNu6xYO2bn-rvacN12h9WA,In & Out Pizza,7600 Ogontz Ave,Philadelphia,PA,19150,40.0700275,-75.1575821,2.0,36,1,"{'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True'}","Pizza, Restaurants","{'Monday': '8:0-0:0', 'Tuesday': '8:0-0:0', 'Wednesday': '8:0-0:0', 'Thursday': '8:0-0:0', 'Friday': '8:0-1:0', 'Saturday': '8:0-1:0', 'Sunday': '8:0-0:0'}"
xYOETY4C57qgs0ldtDYX_Q,Moon Flower House,"6414 Frankford Ave, Unit 11",Philadelphia,PA,19135,40.0295791831,-75.0583349168,4.5,8,1,"{'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Juice Bars & Smoothies, Food, Burgers, Restaurants, Sandwiches","{'Monday': '10:30-22:30', 'Tuesday': '10:30-22:30', 'Wednesday': '10:30-22:30', 'Thursday': '10:30-22:30', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:30'}"
