business_id,latitude,longitude,restaurant_stars,review_count,cat_Nightlife,cat_Food,cat_Bars,cat_American_(New),cat_Breakfast_&_Brunch,cat_Sandwiches,cat_Pizza,cat_American_(Traditional),cat_Italian,cat_Coffee_&_Tea,cat_Beer,cat_Wine_&_Spirits,cat_Cocktail_Bars,cat_Mexican,cat_Burgers,cat_Seafood,cat_Pubs,cat_Gastropubs,cat_Cafes,cat_Wine_Bars,cat_Other,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5
V-96iACFgPmVjjKACGxd7Q,3.732690946792173,3.5799234352229217,-2.13763355681749,-0.806288993880353,0.504301090754136,0.5611924079502364,2.20981750427328,0.3281387001795488,0.3659809829367388,0.0305693139060592,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0CEUpFtaKhxbmrbSdP9MUQ,-0.6405555234181721,0.10119598382315126,0.43322277973760104,-0.6761851401848329,3.1863540971121083,5.972694927395278,16.32305146560161,8.07960714649149,2.430667862028524,7.007624501370982,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
GVqXNt0HKJLpciN9ePxnWw,-0.7025811443093698,-0.2117129775964709,-2.13763355681749,-0.7884665481686379,-0.2759728281961474,-2.3959510879759294,-4.711873747260509,-0.1473927970058053,-0.9733084672460072,0.5044989276843996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
bchZXVE4feVx4Q5rhIRCGg,1.2840779050706939,-1.793730326025895,-1.2806814446324597,-0.7243057436064636,0.0397532862356888,2.019683231687428,-0.5165538346893772,1.2503060622589823,0.5136603122070957,1.6931509423001814,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46_2e1hnQ4csLrYnhn6bkw,-0.58256770351291,0.25543618746676455,0.43322277973760104,-0.5211298624929117,8.628385620109766,13.909829664261196,19.172910531860104,30.00951142225177,5.18570273276163,18.09366002875551,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CPgWuWGZ4v2sZr5_-1kluw,0.35420313525494324,0.004433838249056163,-2.9945856690025203,-0.7795553253127804,1.3918488906780735,1.14165208249053,0.3777382948871794,1.0204138520743375,0.8260922108185024,0.2422546690513751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
VCkSUsdL5P0p16DAPxVROA,0.01861594355441659,0.07298615873548087,0.43322277973760104,-0.7617328796010653,0.4681344207164468,1.3501854306015109,2.4782022204802736,6.539924971348507,2.8059903610428867,1.357562595810371,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
PW5eZM5RAQEhy3wgovChhQ,-0.05341361521911542,0.04799291543708594,-1.2806814446324597,-0.7652973687434084,1.7289406244571093,1.101546449187512,3.202587707729167,2.716607361205736,1.0145447899274993,2.235773067492972,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
yFqq66GxRjnhZXPgjA6hnw,2.15227679986457,1.5863706282797387,-2.9945856690025203,-0.8045067493091815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
kLSEk3qXY1KdtFjxHJ9pww,3.8659742735039284,5.607840153522443,-3.851537781187551,-0.7813375698839519,0.0088078851697191,0.1214659359451763,0.6524707835898985,0.1995496118862221,0.0088150205609186,0.0088907628480653,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
kfGz2E7Y5FLXJyiKbQYfZg,-0.5975548717971653,0.4118320475559624,-0.42372933244742933,-0.7385637001758357,1.5145567309336994,5.12997381429423,10.689436862602989,8.33361427178356,2.8478259812659634,3.484592339119551,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
PdMXmOWDRHICAx6SLgu1dQ,-0.26147924189971095,-0.5739208021345956,-0.42372933244742933,-0.6191533139073446,6.629060511792785,17.186733645880764,26.200104913189428,24.638125863147383,3.6520117748753935,19.693963291114223,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
JomDoQafikclSVVCPkWjnA,-0.3688482087261032,-1.785372392127122,0.43322277973760104,-0.2805268453847581,2.7435011516397934,8.22960175597559,15.568836890341206,12.205021182666332,8.051213954745018,22.201825064632043,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
kq5Ghhh14r-eCxlVmlyd8w,-0.2081158613751485,-0.3947330289280025,0.43322277973760104,-0.701136564181234,1.3951146477928111,9.809096169839748,6.334887602170902,4.393109341260772,4.454073472490687,15.61371876644507,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
pP4q0Mym-qt20nRqTKbzhQ,-0.31931092740966505,-0.14515043518100515,-0.42372933244742933,-0.5514280202028273,11.304768962021784,23.71946736853982,13.789051826751658,14.999967938504492,7.117317936619603,11.069425967562625,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
IgNDlyLERBwFGphgcC5VDQ,-0.3449846078659376,-0.01506458282424338,-2.13763355681749,-0.704701053323577,-0.0957748452127683,0.1882943672471794,-1.8569541045354696,1.4626103966714914,1.7447017630422574,0.557122422787307,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HuDNHqKv9n1mWpe4BqCnwA,2.262540176068793,-1.6361373393565029,-1.2806814446324597,-0.7207412544641206,0.4317070753757188,3.907219243954743,-1.3070729240236787,1.5668698321086922,2.1996705847655287,1.2016061878189934,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BxR5hjyBnJZrm_nnaCtGQw,0.6663181580543164,1.6331836893715193,1.2901748919226315,-0.7652973687434084,0.525223077571779,0.283203596517823,0.320810727530273,0.7702281570242273,0.7040642739638248,1.396470167392072,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NQSnr4RPUScss607oxOaqw,3.020861621134719,2.167464254230825,1.2901748919226315,-0.6102420910514871,0.6875433774281073,1.9160389952087808,6.434763351762267,7.828517532497746,3.0171142945043026,6.116022448598795,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
I4TFiNX5gTsJBnEGH2Tl8Q,-0.8544221074483889,-0.24593015758327924,-0.42372933244742933,-0.7332169664623212,0.2981650116688798,3.0854120566845387,2.68882713837074,6.231327211036061,1.292886128521009,3.403382453718767,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12kD46cnLyMXUQTCI2N0ug,-0.1890426512954773,-1.431787193370518,1.2901748919226315,-0.7938132818821525,0.3740323695859079,4.736068577268675,6.293696241391131,0.421133297339256,0.5018057096418668,2.673263804773159,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PvT44WlqJLkUrCITo6AjRA,3.526272068386701,-1.4034970285420223,-1.2806814446324597,-0.5478635310604844,0.2674793355831354,6.083672783530043,10.553595051527434,7.422557177521486,0.8027322853620542,3.869963366475841,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-IRJAg0tkspFukxKY87TBA,-0.3125300786159842,0.21483511399309305,1.2901748919226315,-0.7884665481686379,0.0129930885632061,0.2600076381663752,0.0130165724524708,0.4396619260264648,0.0941929594024735,0.1801278153890092,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nBr6NgqcZz1GhtAngU0RSQ,0.637791380443383,0.796319194995517,1.2901748919226315,-0.799160015595667,1.395733896408362,0.0878625860405561,1.1274081216589775,9.207389579539058,0.5209064386358031,2.6606993777172407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
xb-qtXVZ7xFr51Se5fAZjg,0.19891703359580964,0.5727666167566272,-1.2806814446324597,-0.7920310373109809,0.2048619367347758,1.05401202217872,3.2407417158860934,1.354854139208965,0.7302247109547779,1.415305475036666,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
68ThEdiK0eWCEgGEmV9Tng,-0.4409471136633304,-0.34136596665853647,0.43322277973760104,-0.24131746481898492,32.052911946798176,121.11701840866192,74.03215647562419,81.27176037723693,12.381546631412778,69.14460616026591,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
USyJiGIvZ8fHjRVaVTu1Zw,-0.27245704112505376,-0.31040564766139656,-1.2806814446324597,-0.690443096754205,0.1871420498181895,8.824716151405264,16.178768143843513,6.529391690560212,5.506585543839031,2.773396420533781,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
aurl4I40YVQfQ8loOdgKCg,0.33019127229674883,0.0260407517025309,-0.42372933244742933,-0.7973777710244955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bw0cpnfI-Y9QmjWzqS-oFg,-0.9182507285967333,-0.0998691488906816,0.43322277973760104,-0.42667090022082177,8.267879325650002,43.88935828968243,29.301511415051834,36.82709301288323,5.760159129680833,30.953998827051635,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1w1H1kYUN60zpfdP-0qmGQ,3.087638961767569,-2.223489245233717,-1.2806814446324597,-0.7635151241722368,0.6636066442613308,2.3853300018543067,4.768910426707166,0.8791142738616665,0.5401953180614724,1.762843335254055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3VKE0_-KhU_qMYHxcyVcDg,2.094086323333395,0.7949879329268149,-1.2806814446324597,-0.6957898304677195,0.78088032912154,4.657468939960854,-0.6195659654698089,2.959307798626559,0.8308253310668176,0.3910835666940354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
kgMEBZG6rjkGeFzPaIM4MQ,-0.625724489529225,-0.1979374913630092,-2.9945856690025203,-0.7189590098929491,-0.4517338413512344,0.8872268087810552,-3.399227146032395,-0.5463529688950515,-0.8030636891946186,-0.6868491633077556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
fKDV_dlDhXd7P5kZi97Kng,-0.35633876379734325,-0.41900412372077894,-1.2806814446324597,-0.6744028956136614,0.9377266702764392,5.466576538319869,7.976550816070627,2.6150303261120524,3.17995768040019,5.824157968820817,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
usFEKg4-2C48qPIh32HbHA,-0.3048929554526849,0.017829549173288654,-2.9945856690025203,-0.8045067493091815,0.0098709763665668,0.2985563622684732,0.0099435368719395,0.6618597811449334,0.0098370213376167,0.00993232201047,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryt1Fhgz7sixMQSJiLyP_g,-0.053407585117850015,-0.976511401270641,-2.13763355681749,-0.7118300316082631,4.518694913723144,21.99576453978624,24.61462920069806,14.996444994744776,1.8664870059764007,14.00797934507136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cLlBDZxYJ1dt1JgMuZnXew,-0.5823861522412116,0.25372180403734884,0.43322277973760104,-0.7260879881776352,3.311967552779474,13.072633676623596,6.305938022547146,14.700575074935276,3.0587429118512444,6.550142761263255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
A0F-h3xJm_6gHDKcDQwSrQ,-0.1815666976618649,-1.1926951617736248,0.43322277973760104,-0.367856829372162,2.956941663477082,20.59156859734153,18.85746603741999,17.200018193349596,5.626376765281647,11.767628743130135,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SPWyzJPFP2TT7x0BsqaBqQ,0.18734722014052438,0.6114327436587706,-2.9945856690025203,-0.799160015595667,0.1178058543256584,0.440934719422104,0.0073629441134221,0.3152203084489191,0.0072591065353485,0.1114170671545475,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Knt2mnsG15akKb9cjSiuxw,0.32569281680524437,0.05073477809002931,-1.2806814446324597,-0.8009422601668384,0.4424874074339538,1.5646441688158572,2.1163430118002555,0.5647684522831323,0.6892015062323893,0.6225554534344095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ugSVRAKO6mxvsrElFg8USw,-1.0188328165281793,0.06869642398726257,1.2901748919226315,-0.6868786076118619,1.869663254905182,8.602905654780217,8.625223613864133,5.088328007331655,2.7652170117287924,12.048662457390014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mpVZG520RL-K1YeQi55ZPg,-0.16185594005810985,-1.1811354889701386,-0.42372933244742933,-0.7349992110334926,1.4658621135221948,0.5801431542130294,4.958128812386928,8.713549700053724,1.4523859328624074,3.82993028696171,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
duf2PORLOL6it1dTGhSnKA,0.7481198184246368,-2.5019981015592236,-2.13763355681749,-0.7813375698839519,0.0504603501711247,0.7484963251229215,4.399407223406565,0.6912882362565617,1.4871337580767483,-0.3767858930339217,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bKppmYKQ_-9cpp2yziB-Qw,0.41251421380992687,-0.561005564519348,-2.13763355681749,-0.7813375698839519,-0.800928638564449,-1.3649694527028844,-2.749281905528324,-0.108477047648513,-0.7065218490365222,-0.2698211065193067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
agTcS5LYZJe4gNiXK6nNkw,-0.39546484022667217,0.16570740582448232,0.43322277973760104,-0.8080712384515245,0.0516697753948436,0.3934572058802058,0.1544483460258771,0.4913468988368609,0.2434124215451302,0.6656653523170821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w0zKpH49tW6Y-b6ZJzKMFw,3.051937747642855,2.2032724625979925,-2.9945856690025203,-0.6815318738983475,0.6519224935015299,7.748479523848013,-2.87811650011332,4.362280406537484,2.4304931734886144,1.6849409027376758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
eqNutOMnPqKa9QDAY6KfEw,-0.365199997503166,-0.025438942361188484,1.2901748919226315,-0.26448664424421453,11.76165578688651,21.893870666882822,40.92374388905012,63.71073733590063,17.40557986326658,25.3044124580133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
CB7nXPd5h_YLzcgfDo2DCg,2.578936609912187,1.180039817760349,-1.2806814446324597,-0.7902487927398094,0.296023782183883,0.036544842785692,2.04837565818928,1.2852896289080702,0.0365841912260445,1.2971818967070294,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7lwe7n-Yc-V9E_HfLAeylg,-0.438296884188249,-0.42719518665023354,-0.42372933244742933,0.2790979499630955,28.60898698365696,63.23907214815271,75.17834310124019,112.89189088364076,17.05151004582541,43.03019683748389,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
o4_cgIKWgvJ09TZeSzARmg,2.7354750218821127,1.88000599273206,-1.2806814446324597,-0.7831198144551235,0.0178839365373656,-0.5345746699795949,-0.2136581218997597,1.7401515088951116,-0.4775765123877133,2.4677738588345903,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDGg4Ax0iMYBtSKRP0tBbg,0.4224186550226675,0.5135226408988263,-1.2806814446324597,-0.7813375698839519,0.6565694363935684,1.515905605901963,2.44029719465171,1.5031604877371048,2.3957472260358683,1.4883200492797837,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
oBhJuukGRqPVvYBfTkhuZA,-0.2831876062015143,-0.2498947816493871,-0.42372933244742933,-0.1308183014063514,11.530209097672987,30.37619802566889,34.66381036938388,44.947478447095776,7.192690449680532,22.28961361049789,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e0aGg7U132XQRup2qa0Ztg,-0.22286850394850238,0.1892434368737228,-1.2806814446324597,-0.8045067493091815,0.0435672401700628,-0.3841484216256096,-0.8482779087474859,-0.0282758950001576,-0.0061877420967104,0.2233227272999008,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7sKfrJmjG6unAQeWdQUe2w,1.9981172628159964,-1.8577541136525677,-0.42372933244742933,-0.6209355584785161,0.4707687830888744,-1.928055799589261,-3.8066074485534536,1.1211401175626272,1.286738620732735,0.856015726758478,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9XpU6r6ATXSWYfbU7kibaQ,-0.1806728708370007,-0.21695215061898881,1.2901748919226315,-0.6547982053307748,3.9452915269296,5.67305502304874,9.086541202406783,9.169385691690804,5.5211410599851245,7.604585495938936,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cz0sBSp8G2R2dqE6cccbuw,2.339990835012225,3.485839856416898,-2.13763355681749,-0.7510394121740362,0.8884543944163671,0.1565009897183877,2.318677571181239,1.120724605053617,0.9845088015907966,4.531133638039591,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lro-qULT-oa4Oz36p1yTwA,3.0661778316146475,2.205971168965443,-1.2806814446324597,-0.7973777710244955,0.0717780822387791,1.0611067675941748,0.2835455024913646,0.0240907917552762,0.024254206237659,0.5352246496827459,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aZNiVR6oAMQX5__yGPvYsg,-0.3276776928177232,-0.1950431431695177,-0.42372933244742933,-0.7706441024569228,3.6902469803863056,9.72003535340619,8.291039223925269,3.643701393926441,1.7262689314458166,2.9287081169099696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
WxFfnTx_VAT_ORvqHAfYNw,0.8482915368643613,1.975366997580002,-1.2806814446324597,-0.806288993880353,0.0429830136277709,0.0435784566387353,0.7522719700048368,1.372194067838139,1.581662156361612,0.2073103355289043,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ejRuEF2j8_w5qQbwEQ8GfQ,0.7534078945620959,1.52989919056197,-1.2806814446324597,-0.7332169664623212,0.2381124870077786,1.9785496581305704,2.5392021691274262,1.0056445897773485,1.5051440374657856,1.7333470584910902,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
